service_no,user_no,inst_no,start_date,end_date,care_service,alert_service,check_service
35758,9,17,2022-06-26,2022-09-20,Y,Y,N
35759,5,22,2022-01-18,2022-04-10,Y,N,Y
35760,8,15,2020-03-26,2020-12-23,Y,Y,N
35761,7,5,2024-05-26,2024-10-21,Y,N,Y
35762,12,20,2022-06-10,2022-12-05,Y,N,Y
35763,5,7,2023-06-29,2023-10-06,Y,Y,Y
35764,6,14,2021-11-11,2022-07-03,Y,N,Y
35765,3,21,2023-12-04,2023-12-30,Y,N,Y
35766,14,10,2022-06-06,2023-03-04,Y,Y,N
35767,1,3,2022-02-15,2022-08-04,N,Y,Y
35768,2,17,2023-04-18,2023-09-15,Y,Y,Y
35769,7,15,2021-03-21,2021-09-11,N,N,Y
35770,10,4,2022-04-18,2022-08-28,N,N,N
35771,7,17,2020-11-26,2021-05-14,N,N,Y
35772,7,10,2022-02-20,2022-04-05,N,N,N
35773,13,20,2020-02-23,2020-08-09,N,N,N
35774,14,9,2022-09-07,2023-04-22,N,Y,Y
35775,6,15,2021-02-17,2021-03-15,N,Y,Y
35776,7,20,2024-05-15,2024-12-20,Y,N,N
35777,3,18,2020-12-03,2021-01-30,N,Y,N
35778,13,4,2022-04-08,2022-04-14,N,Y,Y
35779,2,14,2021-07-08,2021-09-19,N,N,Y
35780,10,7,2021-07-27,2022-03-23,N,Y,N
35781,4,4,2023-08-31,2024-07-21,N,Y,N
35782,15,10,2021-05-30,2021-11-18,Y,Y,Y
35783,9,19,2021-03-26,2021-08-30,Y,N,N
35784,3,18,2022-02-06,2022-10-18,N,Y,N
35785,8,10,2024-02-10,2024-04-28,Y,Y,Y
35786,13,10,2020-02-10,2020-12-27,Y,Y,Y
35787,13,18,2024-03-06,2024-07-28,Y,Y,Y
35788,1,8,2024-02-27,2024-03-13,N,N,N
35789,6,11,2021-04-24,2021-06-29,Y,Y,N
35790,9,13,2021-09-03,2022-01-31,Y,Y,N
35791,11,17,2021-01-08,2021-12-07,N,Y,N
35792,9,20,2024-05-04,2025-01-02,Y,Y,N
35793,14,22,2021-01-20,2021-08-25,Y,Y,N
35794,12,6,2022-03-27,2022-09-06,N,Y,Y
35795,15,11,2023-08-21,2023-12-04,N,Y,N
35796,6,14,2020-03-06,2020-08-09,N,N,N
35797,7,15,2020-07-25,2020-11-27,N,Y,Y
35798,12,18,2022-08-24,2023-01-09,N,Y,N
35799,12,20,2023-01-06,2023-11-10,N,Y,Y
35800,3,22,2023-01-06,2023-05-31,N,N,N
35801,10,19,2022-09-06,2023-07-03,N,Y,Y
35802,1,21,2024-05-05,2025-02-04,N,Y,N
35803,10,8,2020-02-02,2020-02-14,N,N,N
35804,9,14,2020-11-20,2021-02-23,Y,N,N
35805,6,16,2022-01-15,2022-02-15,N,N,N
35806,15,18,2022-11-15,2023-07-08,Y,Y,N
35807,1,2,2020-01-01,2020-12-07,Y,Y,Y
35808,13,17,2021-04-16,2021-12-14,N,Y,Y
35809,14,12,2024-05-22,2024-11-20,Y,N,N
35810,11,9,2023-02-12,2024-01-21,Y,N,N
35811,5,6,2022-01-30,2022-08-09,N,N,Y
35812,6,18,2023-03-28,2023-04-02,N,Y,Y
35813,5,4,2023-04-01,2023-09-24,Y,Y,N
35814,9,1,2021-02-07,2022-01-06,N,N,Y
35815,1,16,2021-07-30,2022-05-31,Y,Y,Y
35816,2,10,2023-05-18,2024-01-15,N,Y,Y
35817,1,9,2022-05-15,2022-10-09,N,Y,N
35818,1,1,2020-08-21,2021-01-27,N,N,N
35819,14,20,2021-04-05,2022-03-13,N,N,N
35820,4,9,2020-02-27,2020-03-07,Y,N,N
35821,15,8,2022-04-11,2022-12-31,Y,N,Y
35822,14,8,2021-09-30,2021-12-09,Y,Y,N
35823,7,13,2024-02-10,2024-04-03,Y,N,Y
35824,8,23,2022-02-15,2022-05-16,Y,Y,N
35825,13,22,2022-09-14,2023-08-11,N,Y,N
35826,12,19,2022-07-07,2022-07-25,Y,N,Y
35827,11,13,2021-09-13,2021-11-10,Y,N,Y
35828,2,9,2022-05-21,2023-01-19,N,Y,N
35829,13,4,2021-02-01,2021-09-11,N,N,Y
35830,12,13,2022-03-12,2023-02-08,N,Y,N
35831,8,19,2020-10-07,2021-01-01,N,Y,N
35832,10,13,2023-10-04,2023-10-31,Y,Y,Y
35833,12,16,2022-07-21,2022-08-13,Y,N,N
35834,9,23,2023-07-26,2024-05-02,N,N,N
35835,6,14,2023-01-26,2024-01-26,N,N,Y
35836,3,16,2021-09-19,2022-05-28,N,Y,N
35837,15,1,2020-03-08,2020-07-26,Y,N,Y
35838,6,20,2022-11-26,2023-11-20,N,N,N
35839,4,4,2020-04-25,2020-12-30,N,N,N
35840,2,6,2021-03-14,2021-10-23,N,N,Y
35841,3,10,2023-07-18,2024-05-19,N,N,Y
35842,8,20,2024-01-19,2024-02-10,Y,N,Y
35843,13,1,2023-07-12,2023-07-23,Y,N,N
35844,7,19,2023-03-14,2023-11-02,Y,N,Y
35845,12,1,2024-04-27,2024-08-30,N,Y,Y
35846,11,17,2023-02-27,2023-11-17,N,Y,N
35847,2,20,2021-05-06,2021-07-22,Y,Y,Y
35848,6,13,2020-11-12,2021-11-08,N,Y,Y
35849,4,11,2024-04-13,2025-02-17,N,N,Y
35850,15,10,2022-07-15,2023-02-18,Y,Y,N
35851,14,21,2020-01-20,2020-08-19,N,N,N
35852,2,18,2021-07-16,2021-10-31,N,Y,Y
35853,11,13,2021-08-30,2022-07-30,N,N,Y
35854,5,6,2022-09-25,2022-12-11,N,Y,N
35855,1,16,2024-03-24,2024-09-10,Y,N,Y
35856,8,22,2022-03-30,2022-09-25,N,N,Y
35857,12,9,2020-10-04,2020-12-19,N,N,N
35858,4,3,2020-03-13,2020-06-02,N,Y,Y
35859,3,9,2022-09-11,2022-10-14,N,N,Y
35860,15,3,2021-01-31,2021-04-03,N,Y,N
35861,8,18,2023-12-29,2024-09-19,N,Y,N
35862,13,23,2023-06-23,2023-08-09,N,N,N
35863,6,15,2023-11-25,2023-12-12,Y,N,N
35864,4,13,2024-01-31,2024-06-15,Y,N,N
35865,7,23,2022-06-20,2022-11-16,N,Y,Y
35866,11,5,2021-11-28,2022-01-04,N,N,Y
35867,1,10,2021-02-12,2021-11-25,Y,N,N
35868,4,4,2020-12-02,2021-04-18,N,N,N
35869,12,3,2022-04-14,2023-01-28,N,N,N
35870,5,15,2023-02-25,2024-01-04,Y,Y,N
35871,10,6,2021-04-01,2022-01-03,Y,N,Y
35872,4,2,2020-01-25,2021-01-13,N,Y,Y
35873,14,3,2023-02-15,2024-01-18,Y,Y,N
35874,14,6,2024-01-02,2024-03-25,N,N,Y
35875,15,22,2021-09-16,2022-06-23,Y,N,N
35876,1,23,2023-09-26,2024-04-27,Y,Y,Y
35877,13,16,2022-03-20,2022-12-26,Y,Y,N
35878,8,8,2021-06-02,2022-01-19,Y,Y,N
35879,2,22,2023-03-08,2023-08-21,N,N,Y
35880,10,16,2021-10-14,2021-12-27,N,Y,Y
35881,14,23,2022-12-24,2023-11-25,Y,Y,N
35882,11,20,2024-01-09,2024-09-03,Y,N,N
35883,13,22,2020-05-10,2020-11-01,Y,N,Y
35884,14,7,2023-04-22,2023-09-13,N,Y,Y
35885,8,10,2020-01-13,2020-08-13,N,Y,N
35886,9,19,2020-03-24,2021-02-08,Y,Y,N
35887,6,3,2020-03-24,2021-01-28,Y,Y,N
35888,3,23,2020-04-09,2021-02-25,Y,N,N
35889,2,17,2022-04-26,2023-04-08,Y,Y,Y
35890,9,8,2020-04-13,2020-11-17,N,N,N
35891,15,3,2021-07-26,2021-10-05,Y,N,Y
35892,12,18,2021-09-16,2021-11-06,N,N,Y
35893,5,3,2021-08-18,2022-01-07,N,N,Y
35894,5,9,2020-02-10,2020-10-09,N,N,Y
35895,3,7,2020-01-04,2020-11-15,Y,Y,N
35896,11,15,2022-08-16,2023-04-30,N,N,N
35897,5,15,2022-10-06,2023-04-04,Y,N,Y
35898,15,8,2022-03-15,2022-06-12,N,N,N
35899,10,22,2020-07-17,2021-07-09,N,Y,Y
35900,4,3,2021-02-11,2022-02-03,N,N,Y
35901,15,9,2020-09-27,2021-05-19,N,Y,N
35902,7,2,2021-08-21,2022-03-05,N,Y,Y
35903,3,7,2022-01-21,2022-06-12,Y,Y,N
35904,11,8,2020-09-01,2021-02-13,N,N,Y
35905,15,9,2021-09-25,2022-09-11,Y,N,N
35906,6,11,2022-10-26,2023-02-23,N,N,N
35907,9,22,2021-09-04,2022-05-24,Y,N,N
35908,3,1,2023-12-19,2024-01-13,Y,Y,Y
35909,7,14,2022-10-16,2022-11-02,Y,N,N
35910,10,7,2020-04-17,2020-07-08,Y,N,N
35911,15,2,2022-08-24,2022-09-03,N,N,Y
35912,8,13,2020-04-02,2020-10-16,Y,Y,N
35913,15,22,2020-01-17,2020-09-14,N,Y,N
35914,5,3,2021-04-22,2022-03-27,N,N,N
35915,10,2,2023-09-21,2023-10-19,Y,N,N
35916,5,9,2024-05-02,2024-09-03,Y,N,N
35917,13,4,2021-11-26,2022-07-03,N,N,Y
35918,4,21,2022-11-17,2023-08-11,N,N,N
35919,15,12,2020-07-15,2021-02-25,Y,N,Y
35920,4,1,2022-11-18,2023-03-28,Y,N,N
35921,9,18,2023-05-15,2023-10-15,Y,N,Y
35922,11,15,2022-10-20,2023-05-11,N,Y,N
35923,13,22,2021-08-10,2021-12-08,Y,N,Y
35924,1,19,2024-05-27,2024-08-23,N,N,N
35925,2,10,2022-11-30,2022-12-19,N,Y,Y
35926,14,13,2020-08-10,2021-05-18,Y,Y,Y
35927,3,5,2022-06-13,2022-08-26,N,Y,Y
35928,13,9,2020-05-31,2020-11-01,N,N,Y
35929,14,7,2023-11-19,2024-05-01,N,N,Y
35930,7,4,2020-01-19,2020-11-06,N,N,N
35931,10,7,2022-01-05,2022-06-23,N,Y,Y
35932,10,15,2020-06-18,2021-05-20,N,N,Y
35933,4,11,2023-03-18,2023-07-21,Y,N,Y
35934,10,15,2022-08-21,2023-08-19,Y,N,Y
35935,2,11,2022-08-15,2023-01-07,Y,Y,Y
35936,8,5,2023-09-12,2024-09-01,Y,Y,N
35937,11,13,2022-04-24,2022-05-11,Y,Y,Y
35938,9,16,2021-11-02,2022-09-09,Y,N,Y
35939,5,16,2022-05-27,2022-09-19,N,N,N
35940,11,19,2022-10-18,2022-11-11,N,N,Y
35941,3,13,2022-07-28,2022-10-19,N,N,Y
35942,9,17,2020-05-08,2020-11-27,N,Y,N
35943,6,22,2023-01-02,2023-10-31,Y,Y,N
35944,14,12,2022-12-03,2023-07-06,Y,N,N
35945,2,1,2022-01-28,2022-10-04,Y,Y,Y
35946,5,23,2024-02-19,2024-04-16,N,N,N
35947,15,2,2023-11-14,2024-04-27,Y,Y,Y
35948,10,21,2020-01-08,2020-07-10,N,Y,Y
35949,12,20,2023-10-10,2023-12-28,Y,N,N
35950,5,19,2023-03-28,2024-01-30,N,Y,Y
35951,12,10,2020-10-03,2021-03-11,N,Y,Y
35952,14,23,2020-11-24,2021-10-29,N,N,Y
35953,13,11,2024-05-12,2024-12-11,Y,N,N
35954,9,2,2023-10-09,2024-08-31,N,Y,N
35955,12,6,2023-04-12,2023-07-15,N,Y,N
35956,10,1,2022-11-18,2023-02-25,N,N,Y
35957,1,14,2021-09-11,2022-06-11,N,N,Y
35958,10,3,2022-12-20,2023-01-25,Y,Y,Y
35959,12,12,2023-12-30,2024-06-10,N,Y,N
35960,3,14,2023-11-16,2024-05-01,Y,Y,Y
35961,7,7,2020-07-03,2020-07-30,Y,N,N
35962,6,22,2023-06-20,2023-07-19,N,Y,Y
35963,6,19,2022-09-23,2022-11-23,Y,Y,N
35964,14,13,2021-08-18,2022-07-14,N,N,N
35965,11,8,2021-12-17,2022-11-30,Y,N,Y
35966,8,11,2023-11-07,2024-08-11,N,Y,Y
35967,2,3,2022-07-07,2022-11-02,Y,Y,Y
35968,11,14,2023-05-26,2023-12-13,N,N,Y
35969,6,6,2020-04-07,2021-01-02,Y,N,Y
35970,3,1,2021-01-30,2021-06-03,N,N,N
35971,8,19,2022-10-29,2023-09-22,Y,Y,N
35972,2,23,2021-02-01,2021-12-02,N,Y,N
35973,8,5,2024-01-16,2024-07-25,N,N,Y
35974,10,13,2024-03-11,2024-05-09,Y,N,N
35975,6,5,2024-01-24,2024-12-21,Y,Y,Y
35976,7,4,2021-10-12,2022-05-17,N,N,N
35977,11,12,2022-06-07,2022-09-03,N,N,Y
35978,1,6,2023-05-28,2023-07-24,N,N,N
35979,5,12,2022-01-13,2022-02-12,Y,Y,N
35980,10,7,2020-04-07,2020-10-23,N,Y,N
35981,1,11,2022-10-02,2023-08-12,Y,Y,Y
35982,15,16,2020-01-02,2020-05-13,Y,Y,N
35983,15,18,2021-06-11,2022-04-05,N,Y,N
35984,10,13,2020-02-12,2020-09-02,N,N,Y
35985,1,4,2021-01-13,2021-07-03,N,N,Y
35986,8,10,2023-02-02,2023-07-15,Y,N,N
35987,9,9,2022-04-04,2023-02-21,Y,N,Y
35988,9,23,2022-11-04,2023-08-08,Y,Y,Y
35989,7,23,2023-01-22,2023-05-13,N,N,Y
35990,9,18,2022-09-06,2022-11-25,N,N,Y
35991,7,19,2023-11-09,2024-01-17,N,N,N
35992,14,4,2022-07-28,2022-12-30,N,Y,N
35993,5,12,2021-12-10,2022-04-14,N,N,N
35994,3,14,2022-09-01,2023-02-07,Y,Y,N
35995,7,5,2023-02-04,2023-04-05,N,N,Y
35996,14,10,2023-03-23,2023-10-03,N,Y,N
35997,15,3,2021-10-09,2022-09-30,Y,N,Y
35998,5,12,2022-10-17,2022-11-29,Y,Y,Y
35999,4,19,2022-01-18,2022-04-16,Y,Y,Y
36000,2,18,2020-07-03,2020-10-15,N,Y,Y
36001,12,7,2023-03-09,2023-12-13,N,N,Y
36002,6,7,2023-04-21,2023-12-28,N,Y,Y
36003,12,18,2020-04-12,2020-05-17,N,N,Y
36004,11,7,2020-10-30,2021-08-29,N,Y,N
36005,3,16,2021-03-05,2021-04-15,Y,Y,Y
36006,2,10,2020-12-06,2021-07-22,Y,N,Y
36007,14,3,2024-02-09,2024-10-09,N,Y,N
36008,5,14,2021-06-14,2021-09-09,N,Y,N
36009,9,16,2021-02-27,2021-12-25,Y,N,Y
36010,8,6,2022-09-30,2022-10-11,Y,N,N
36011,9,23,2021-05-11,2022-01-11,N,Y,Y
36012,12,22,2024-01-12,2024-03-30,Y,N,N
36013,4,15,2023-01-15,2023-01-22,N,N,Y
36014,6,15,2022-05-14,2023-01-20,Y,Y,Y
36015,12,17,2020-12-10,2021-01-18,N,Y,Y
36016,4,9,2020-03-14,2020-08-16,Y,N,Y
36017,10,20,2022-04-01,2022-07-13,N,Y,Y
36018,15,10,2021-03-31,2021-08-22,Y,N,Y
36019,5,22,2020-06-30,2021-06-14,Y,Y,N
36020,8,21,2023-09-22,2024-09-12,Y,N,N
36021,12,20,2023-01-27,2023-03-10,Y,Y,N
36022,13,8,2021-10-11,2022-06-05,N,N,N
36023,14,6,2021-04-27,2021-08-22,Y,N,Y
36024,6,1,2022-02-17,2022-03-10,N,N,Y
36025,12,1,2022-12-20,2023-09-13,N,Y,N
36026,7,19,2023-04-27,2023-06-27,N,N,Y
36027,6,16,2024-02-05,2024-12-15,Y,N,Y
36028,7,2,2022-08-24,2023-08-02,Y,N,N
36029,3,18,2022-09-07,2022-11-11,N,N,N
36030,3,16,2023-11-27,2024-07-08,N,Y,Y
36031,2,16,2024-04-10,2024-11-16,N,Y,Y
36032,13,22,2023-12-24,2024-06-24,Y,Y,Y
36033,10,22,2020-07-01,2021-03-04,N,Y,Y
36034,5,21,2022-09-15,2022-10-16,N,Y,N
36035,9,7,2022-08-21,2023-05-30,Y,Y,Y
36036,13,2,2023-07-04,2024-06-27,Y,N,Y
36037,8,19,2023-08-18,2023-10-26,N,N,N
36038,11,13,2022-04-09,2022-05-20,Y,N,N
36039,10,19,2023-07-28,2024-03-31,Y,N,Y
36040,5,8,2023-04-04,2023-06-27,Y,N,Y
36041,5,10,2020-01-30,2020-09-12,N,N,N
36042,2,19,2022-04-05,2023-02-14,N,N,Y
36043,9,22,2024-02-26,2024-10-02,Y,Y,N
36044,12,7,2022-01-03,2022-04-11,N,Y,N
36045,10,13,2023-11-07,2023-12-18,Y,Y,N
36046,12,3,2022-09-24,2023-03-15,N,N,N
36047,1,19,2022-03-14,2023-02-07,N,Y,N
36048,3,2,2021-12-01,2022-06-28,N,Y,N
36049,2,7,2020-09-22,2021-03-27,N,Y,N
36050,3,14,2023-03-24,2023-12-04,Y,N,Y
36051,6,16,2020-10-12,2021-01-27,N,N,Y
36052,12,6,2022-12-10,2023-07-07,Y,Y,Y
36053,6,8,2023-04-28,2024-02-19,Y,N,Y
36054,3,3,2020-02-04,2020-02-21,N,N,N
36055,3,3,2023-08-05,2024-07-06,Y,N,Y
36056,7,4,2023-11-15,2024-01-09,N,N,Y
36057,1,7,2022-09-18,2022-09-26,N,N,Y
36058,15,10,2024-05-14,2024-07-30,N,N,Y
36059,14,4,2023-06-04,2024-02-18,Y,Y,Y
36060,5,19,2020-11-06,2021-09-02,Y,Y,Y
36061,6,20,2021-01-24,2021-09-23,Y,Y,N
36062,6,3,2021-03-22,2021-12-14,N,Y,N
36063,13,23,2022-11-18,2023-10-25,N,N,Y
36064,10,9,2020-10-15,2021-06-18,Y,Y,N
36065,2,23,2022-11-02,2022-11-06,N,Y,Y
36066,12,20,2024-01-05,2024-01-07,N,Y,N
36067,10,21,2021-11-29,2022-09-30,N,N,Y
36068,15,10,2023-07-28,2024-05-23,Y,Y,N
36069,15,5,2020-08-09,2020-12-09,Y,Y,Y
36070,2,5,2020-09-01,2021-06-23,Y,Y,N
36071,2,2,2022-01-04,2022-12-12,N,Y,Y
36072,5,15,2021-10-18,2022-03-12,N,Y,Y
36073,15,20,2020-11-25,2021-08-03,Y,N,N
36074,2,13,2023-07-17,2024-05-12,N,N,N
36075,8,5,2022-04-23,2022-08-27,N,N,Y
36076,10,4,2024-03-26,2025-03-09,Y,Y,Y
36077,13,3,2022-01-03,2022-08-23,N,Y,Y
36078,10,22,2024-04-12,2024-10-30,N,N,N
36079,7,2,2023-11-12,2024-05-03,Y,N,Y
36080,12,19,2024-02-22,2024-05-20,Y,Y,N
36081,3,9,2023-08-07,2023-08-19,N,Y,N
36082,5,9,2024-05-24,2024-11-16,Y,N,Y
36083,7,6,2024-03-02,2024-03-05,N,Y,Y
36084,15,22,2022-09-13,2023-04-20,Y,Y,N
36085,13,8,2023-06-20,2024-03-15,Y,N,Y
36086,4,7,2020-10-16,2020-12-12,Y,Y,Y
36087,13,5,2021-10-03,2022-02-03,N,N,Y
36088,15,3,2022-06-30,2023-03-30,N,N,Y
36089,8,19,2024-02-15,2024-07-21,Y,N,Y
36090,15,8,2021-11-30,2022-04-02,Y,Y,Y
36091,7,20,2021-09-03,2022-01-08,Y,Y,Y
36092,6,8,2023-03-08,2023-04-30,Y,Y,N
36093,9,13,2024-01-15,2024-03-20,Y,N,N
36094,13,7,2020-06-28,2020-08-20,N,N,N
36095,4,14,2021-11-13,2022-07-06,N,Y,Y
36096,7,8,2022-08-10,2022-09-25,N,Y,N
36097,9,6,2021-07-24,2022-04-27,N,Y,N
36098,6,22,2021-04-21,2021-08-17,Y,N,Y
36099,15,22,2022-01-14,2022-02-02,N,N,N
36100,8,2,2020-02-28,2021-02-16,N,Y,N
36101,3,6,2021-02-04,2021-10-09,Y,N,N
36102,12,13,2023-11-25,2024-01-08,N,N,Y
36103,15,23,2020-01-23,2020-10-07,N,N,N
36104,7,20,2020-09-12,2021-03-29,N,N,Y
36105,8,18,2021-01-23,2021-08-14,Y,Y,Y
36106,5,16,2023-04-04,2023-09-25,Y,Y,Y
36107,1,1,2023-03-17,2023-07-15,N,Y,Y
36108,3,8,2024-03-06,2024-03-22,Y,N,N
36109,7,14,2021-03-31,2021-05-19,Y,N,Y
36110,4,5,2020-05-16,2020-06-22,Y,N,Y
36111,12,2,2021-01-20,2021-02-21,N,N,Y
36112,12,4,2021-09-24,2022-07-12,Y,Y,Y
36113,7,6,2021-07-31,2022-02-06,N,N,N
36114,11,9,2021-08-27,2022-08-07,N,Y,Y
36115,2,13,2023-05-08,2023-06-16,N,Y,N
36116,12,21,2024-05-03,2024-06-29,N,N,Y
36117,5,22,2020-04-24,2021-03-29,Y,Y,Y
36118,6,17,2023-11-17,2024-08-12,N,N,N
36119,11,5,2024-02-01,2024-02-16,N,Y,N
36120,4,22,2023-03-16,2023-04-20,Y,N,Y
36121,11,19,2020-06-13,2021-01-25,Y,Y,Y
36122,3,18,2022-05-23,2022-10-31,N,N,Y
36123,13,16,2024-01-17,2024-02-08,Y,Y,Y
36124,12,21,2022-08-11,2022-12-16,N,Y,Y
36125,7,19,2023-06-15,2023-06-15,N,N,N
36126,12,10,2021-05-12,2022-01-06,N,Y,N
36127,7,15,2024-05-21,2024-08-23,N,Y,N
36128,12,3,2023-02-22,2023-07-19,Y,N,Y
36129,1,2,2020-09-30,2020-12-06,Y,N,Y
36130,10,21,2022-05-05,2022-09-09,Y,Y,Y
36131,4,17,2020-01-16,2020-12-29,Y,N,N
36132,6,9,2023-02-26,2023-07-14,Y,N,Y
36133,6,3,2021-07-05,2022-05-01,N,Y,N
36134,9,18,2020-11-27,2021-03-09,Y,N,N
36135,5,18,2021-10-25,2022-09-08,Y,N,N
36136,11,10,2022-01-04,2022-12-23,N,Y,Y
36137,13,13,2023-05-12,2023-06-27,Y,Y,N
36138,6,6,2023-04-04,2024-03-10,Y,N,Y
36139,12,19,2020-02-01,2020-09-07,N,N,N
36140,2,6,2023-05-03,2023-05-04,N,N,Y
36141,6,12,2023-07-11,2024-05-24,Y,Y,N
36142,5,3,2020-03-10,2020-03-18,N,N,N
36143,2,22,2021-04-17,2021-09-23,Y,N,N
36144,12,10,2022-07-07,2023-01-14,N,Y,Y
36145,7,12,2024-02-25,2024-06-14,N,N,Y
36146,12,2,2020-02-01,2021-01-17,Y,N,N
36147,5,4,2021-07-03,2021-10-04,Y,Y,Y
36148,1,23,2023-05-29,2023-06-03,Y,Y,N
36149,6,2,2023-01-08,2023-03-17,Y,N,N
36150,3,20,2024-01-31,2024-03-10,N,Y,N
36151,9,11,2020-03-17,2020-10-26,N,Y,Y
36152,7,4,2023-08-31,2023-09-02,Y,N,Y
36153,1,13,2023-06-21,2024-05-20,N,N,N
36154,1,12,2022-03-16,2022-07-30,N,Y,Y
36155,7,8,2022-10-16,2023-06-14,N,Y,Y
36156,14,12,2023-06-17,2024-02-07,N,Y,Y
36157,8,12,2021-10-16,2022-04-25,N,N,N
36158,5,9,2021-06-12,2022-02-25,N,Y,N
36159,11,18,2020-06-14,2020-12-07,Y,N,Y
36160,4,20,2020-11-13,2021-01-29,N,Y,Y
36161,15,21,2021-09-19,2022-08-04,N,N,N
36162,12,17,2021-07-31,2022-01-01,Y,Y,N
36163,4,1,2020-08-06,2020-11-25,N,Y,N
36164,3,5,2023-06-18,2024-03-29,N,N,Y
36165,5,4,2022-03-29,2022-05-09,Y,Y,Y
36166,1,2,2023-07-28,2023-11-12,Y,Y,N
36167,1,12,2022-03-13,2022-09-15,Y,Y,Y
36168,3,1,2021-01-14,2021-04-27,Y,Y,N
36169,2,7,2021-07-07,2021-08-22,N,N,Y
36170,2,13,2021-09-20,2021-12-27,Y,N,Y
36171,11,21,2020-03-09,2021-01-08,Y,N,N
36172,10,23,2021-04-01,2022-01-18,N,Y,N
36173,8,8,2020-11-19,2021-04-26,Y,Y,N
36174,7,2,2020-10-20,2021-09-04,Y,Y,Y
36175,14,10,2023-07-14,2023-08-11,N,N,N
36176,3,11,2020-09-20,2021-02-10,N,N,N
36177,10,1,2024-02-11,2024-05-14,N,N,N
36178,14,21,2020-11-04,2021-06-12,N,Y,Y
36179,15,8,2024-02-09,2024-03-20,N,Y,N
36180,15,17,2021-04-19,2021-04-27,Y,Y,Y
36181,15,2,2021-05-24,2021-10-06,Y,N,N
36182,11,14,2022-03-28,2022-11-12,Y,Y,Y
36183,6,11,2024-01-03,2024-12-16,Y,N,Y
36184,2,11,2021-07-02,2021-12-04,Y,N,N
36185,7,12,2022-01-01,2022-08-13,N,N,Y
36186,1,12,2020-04-05,2020-09-10,Y,N,N
36187,3,4,2022-10-08,2023-05-31,Y,Y,Y
36188,4,4,2023-05-04,2024-02-18,N,Y,N
36189,12,7,2021-03-12,2021-10-02,Y,N,N
36190,4,12,2022-05-19,2023-05-10,Y,Y,Y
36191,5,21,2024-03-22,2024-03-22,Y,Y,Y
36192,6,22,2023-05-29,2024-05-21,Y,Y,N
36193,3,23,2020-09-13,2020-10-09,Y,N,Y
36194,5,16,2020-01-31,2020-07-25,N,Y,N
36195,10,11,2021-08-30,2021-11-06,Y,N,Y
36196,15,9,2020-06-13,2020-11-27,Y,Y,N
36197,5,4,2022-12-15,2023-01-05,N,N,N
36198,9,9,2021-11-22,2022-07-04,N,Y,Y
36199,12,12,2023-06-20,2024-03-09,Y,N,N
36200,11,19,2021-06-12,2022-01-16,N,Y,Y
36201,6,12,2022-09-10,2023-08-30,Y,N,N
36202,7,7,2021-01-09,2021-05-20,Y,N,N
36203,13,3,2024-05-12,2024-12-20,N,N,N
36204,8,1,2021-11-21,2022-07-13,Y,N,N
36205,10,14,2023-02-04,2023-07-24,Y,N,Y
36206,3,17,2020-06-18,2021-01-08,N,Y,Y
36207,4,16,2022-01-18,2022-04-18,Y,Y,Y
36208,12,23,2021-05-20,2022-04-19,Y,Y,N
36209,3,19,2022-04-20,2022-06-02,Y,N,N
36210,1,8,2021-04-07,2022-02-07,Y,Y,N
36211,2,4,2023-04-21,2023-06-01,Y,Y,Y
36212,13,17,2022-09-27,2023-06-26,Y,N,Y
36213,3,4,2020-03-29,2020-05-23,N,N,Y
36214,7,11,2022-03-28,2022-06-18,N,Y,N
36215,5,19,2021-05-21,2021-10-14,Y,Y,N
36216,11,3,2020-09-28,2021-01-22,N,N,Y
36217,4,23,2022-02-02,2023-01-31,N,Y,N
36218,12,15,2023-12-18,2024-06-17,Y,N,N
36219,9,15,2022-01-18,2022-02-23,N,N,N
36220,8,15,2022-08-18,2022-10-20,N,Y,N
36221,10,7,2021-02-14,2021-07-08,N,Y,N
36222,13,1,2023-07-18,2024-04-20,Y,Y,Y
36223,9,13,2023-01-19,2024-01-04,Y,Y,Y
36224,15,1,2023-01-31,2023-08-20,Y,N,Y
36225,14,13,2022-09-02,2023-06-25,N,Y,Y
36226,2,19,2022-03-10,2022-04-12,N,N,Y
36227,8,21,2022-02-01,2022-10-16,N,N,N
36228,14,21,2021-09-09,2022-05-22,N,Y,N
36229,4,20,2021-11-02,2022-01-29,N,Y,Y
36230,2,19,2023-05-16,2023-07-02,N,N,N
36231,14,18,2023-04-23,2024-03-14,Y,N,N
36232,14,23,2022-12-26,2023-08-12,Y,N,Y
36233,7,11,2022-03-15,2022-09-30,N,N,Y
36234,14,6,2024-01-06,2024-04-06,Y,Y,Y
36235,1,17,2021-03-28,2021-07-16,Y,N,Y
36236,12,16,2020-03-11,2021-02-15,N,N,N
36237,15,23,2020-11-21,2021-06-16,N,N,Y
36238,4,6,2024-01-12,2024-03-13,N,Y,N
36239,14,3,2020-09-20,2021-05-21,N,N,N
36240,10,9,2021-11-16,2022-03-26,N,N,N
36241,9,11,2021-11-13,2021-11-20,N,N,Y
36242,11,15,2020-05-09,2020-07-08,N,N,N
36243,3,16,2023-12-02,2024-04-10,Y,Y,N
36244,14,9,2022-03-31,2022-11-11,Y,Y,Y
36245,9,17,2023-06-20,2024-06-10,N,Y,N
36246,14,20,2022-09-09,2023-05-30,Y,N,Y
36247,10,7,2022-03-15,2022-12-11,Y,N,N
